"Navigate","Last Edit Location","Ctrl+Q","In Windows","org.eclipse.ui.edit.text.gotoLastEditPosition"
"Edit","Redo","Ctrl+Y","In Dialogs and Windows","org.eclipse.ui.edit.redo"
"Views","Show View","Alt+Shift+Q, Q","In Windows","org.eclipse.ui.views.showView"
"Web Page Editor Layout","Horizontal Layout","Ctrl+Shift+F10","Using Web Page Editor","org.eclipse.jst.pagedesigner.horizotal"
"Edit","Previous Sibling","Ctrl+Shift+Up","Editing in Structured Text Editors","org.eclipse.wst.xml.ui.previousSibling"
"Edit","Restore Last Selection","Alt+Shift+Down","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.structure.select.last"
"Text Editing","Collapse","Ctrl+Numpad_Subtract","Editing Text","org.eclipse.ui.edit.text.folding.collapse"
"Run/Debug","Run Bnd Native Launcher","Alt+Shift+X, N","In Windows","bnd.launch.runShortcut.run"
"Text Editing","Select Line Start","Shift+Home","Editing Text","org.eclipse.ui.edit.text.select.lineStart"
"Refactor - Java","Extract Method","Alt+Shift+M","In Windows","org.eclipse.jdt.ui.edit.text.java.extract.method"
"Terminal view commands","Terminal view insert","Alt+G","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Search","References in Workspace","Ctrl+Shift+G","In Windows","org.eclipse.jdt.ui.edit.text.java.search.references.in.workspace"
"Edit","Find Previous","Ctrl+Shift+K","Editing Text","org.eclipse.ui.edit.findPrevious"
"Uncategorized","Copy Commit Id","Ctrl+C","In Git Reflog View","org.eclipse.egit.ui.internal.reflog.CopyCommand"
"Source","Toggle Comment","Ctrl+7","Editing Properties Files","org.eclipse.jdt.ui.edit.text.java.toggle.comment"
"Window","Select Maven Profiles","Ctrl+Alt+P","In Windows","org.eclipse.m2e.profiles.ui.commands.selectMavenProfileCommand"
"Text Editing","Insert Line Below Current Line","Shift+Enter","Editing Text","org.eclipse.ui.edit.text.smartEnter"
"Views","Show View (Error Log)","Alt+Shift+Q, L","In Windows","org.eclipse.ui.views.showView"
"Run/Debug","Add Memory Block","Ctrl+Alt+M","In Memory View","org.eclipse.debug.ui.commands.addMemoryMonitor"
"Navigate","Open Call Hierarchy","Ctrl+Alt+H","JavaScript View","org.eclipse.wst.jsdt.ui.edit.text.java.open.call.hierarchy"
"Emmet","Remove Tag","Ctrl+Shift+I","Editing Text","io.emmet.eclipse.commands.remove_tag"
"Source","Remove Block Comment","Ctrl+Shift+\","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.edit.text.java.remove.block.comment"
"Text Editing","Toggle Folding","Ctrl+Numpad_Divide","Editing Text","org.eclipse.ui.edit.text.folding.toggle"
"Run/Debug","Run Bnd OSGi Run Launcher (JUnit)","Alt+Shift+X, K","In Windows","bndtools.launch.junitShortcut.run"
"File","Save All","Ctrl+Shift+S","In Windows","org.eclipse.ui.file.saveAll"
"Terminal view commands","Terminal view insert","Alt+T","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Navigate","Open Type Hierarchy","F4","JavaScript View","org.eclipse.wst.jsdt.ui.edit.text.java.open.type.hierarchy"
"Window","Show View Menu","Ctrl+F10","In Dialogs and Windows","org.eclipse.ui.window.showViewMenu"
"Navigate","Previous","Ctrl+,","In Windows","org.eclipse.ui.navigate.previous"
"JavaScript Debug","JavaScript Breakpoint Properties","Ctrl+Enter","In Breakpoints View","org.eclipse.wst.jsdt.debug.ui.breakpoint.properties"
"File","Move...","Alt+Shift+V","Project Explorer +","org.eclipse.ui.edit.move"
"Refactor - JavaScript","Show Refactor Quick Menu","Alt+Shift+T","JavaScript View","org.eclipse.wst.jsdt.ui.edit.text.java.refactor.quickMenu"
"Edit","Toggle Word Wrap","Alt+Shift+Y","Editing Text","org.eclipse.ui.edit.text.toggleWordWrap"
"Text Editing","Copy Lines","Ctrl+Alt+Down","Editing Text","org.eclipse.ui.edit.text.copyLineDown"
"Terminal Commands","Open Local Terminal on Selection","Ctrl+Alt+Shift+T","In Windows","org.eclipse.tm.terminal.view.ui.command.launchToolbar"
"Run/Debug","Debug on Server","Alt+Shift+D, R","In Windows","org.eclipse.wst.server.launchShortcut.debug"
"Terminal view commands","Terminal view insert","Alt+S","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Run/Debug","Step Return","F7","Debugging","org.eclipse.debug.ui.commands.StepReturn"
"Text Editing","Delete Previous Word","Ctrl+Backspace","Editing Text","org.eclipse.ui.edit.text.deletePreviousWord"
"Refactor - Java","Rename - Refactoring ","Alt+Shift+R","In Windows","org.eclipse.jdt.ui.edit.text.java.rename.element"
"Refactor - JavaScript","Rename - Refactoring ","Alt+Shift+R","JavaScript View","org.eclipse.wst.jsdt.ui.edit.text.java.rename.element"
"Views","Show View (Search)","Alt+Shift+Q, S","In Windows","org.eclipse.ui.views.showView"
"ASA 9.x table schema editor","Copy","Alt+C","In Windows","org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples.tableschemaeditor.copycolumn"
"Source","Quick Assist - Assign to local variable","Ctrl+2, L","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.correction.assignToLocal.assist"
"Edit","Format","Ctrl+Shift+F","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.format.document"
"Run/Debug","Step Into Selection","Ctrl+F5","Debugging","org.eclipse.jdt.debug.ui.commands.StepIntoSelection"
"Run/Debug","Toggle Breakpoint","Ctrl+Shift+B","In Windows","org.eclipse.debug.ui.commands.ToggleBreakpoint"
"EMF Code Generation","Generate Code","Alt+Shift+G","In Windows","org.eclipse.emf.codegen.ecore.ui.Generate"
"Run/Debug","Terminate","Ctrl+F2","Debugging","org.eclipse.debug.ui.commands.Terminate"
"SQL Results View","Remove All Visible Results","Shift+Delete","In Windows","org.eclipse.datatools.sqltools.result.removeAllInstances"
"Terminal view commands","Terminal view insert","Alt+B","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Navigate","Matching Character","Ctrl+Shift+P","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.goto.matching.bracket"
"Emmet","Toggle Comment","Ctrl+Shift+/","Editing Text","io.emmet.eclipse.commands.toggle_comment"
"Source","Open Declaration","F3","Editing Ant Buildfiles","org.eclipse.ant.ui.open.declaration.command"
"Window","Toggle Full Screen","Alt+F11","In Dialogs and Windows","org.eclipse.ui.window.fullscreenmode"
"Source","Rename In File","Alt+Shift+R","Editing Ant Buildfiles","org.eclipse.ant.ui.renameInFile"
"Text Editing","Delete to End of Line","Ctrl+Shift+Delete","Editing Text","org.eclipse.ui.edit.text.delete.line.to.end"
"Navigate","Quick Outline","Ctrl+O","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.quick_outline"
"Edit","Delete","Delete","In Windows","org.eclipse.ui.edit.delete"
"Refactor - JavaScript","Extract Local Variable","Alt+Shift+L","JavaScript View","org.eclipse.wst.jsdt.ui.edit.text.java.extract.local.variable"
"Refactor - JavaScript","Extract Function","Alt+Shift+M","JavaScript View","org.eclipse.wst.jsdt.ui.edit.text.java.extract.method"
"Edit","Toggle Comment","Ctrl+/","Editing SQL","org.eclipse.datatools.sqltools.sqleditor.toggleCommentAction"
"Navigate","Quick Hierarchy","Ctrl+T","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.open.hierarchy"
"Uncategorized","Find References","Ctrl+Shift+G","in Generic Code Editor","org.eclipse.ui.genericeditor.findReferences"
"Edit","Word Completion","Alt+/","Editing Text","org.eclipse.ui.edit.text.hippieCompletion"
"Source","Annotate Class File","Ctrl+1","Browsing attached Java Source","org.eclipse.jdt.ui.edit.text.java.annotate.classFile"
"Text Editing","Expand All","Ctrl+Numpad_Multiply","Editing Text","org.eclipse.ui.edit.text.folding.expand_all"
"Navigate","Previous Page","Ctrl+Shift+F5","Using Web Page Editor","org.eclipse.ui.part.previousPage"
"Edit","Quick Diff Toggle","Ctrl+Shift+Q","Editing Text","org.eclipse.quickdiff.toggle"
"Run Editor Commands","Resolve Run Bundles","Ctrl+R","In Windows","bndtools.runEditor.resolve"
"Source","Organize Imports","Ctrl+Shift+O","JavaScript View","org.eclipse.wst.jsdt.ui.edit.text.java.organize.imports"
"Navigate","Open Type in Hierarchy","Ctrl+Shift+H","In Windows","org.eclipse.jdt.ui.navigate.open.type.in.hierarchy"
"Navigate","Quick Outline","Ctrl+O","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.edit.text.java.show.outline"
"Search","References in Container","Ctrl+Shift+G","Editing in Structured Text Editors","org.eclipse.wst.xml.search.references.in.container"
"Text Editing","Open Hyperlink","F3","in Generic Code Editor","org.eclipse.ui.edit.text.open.hyperlink"
"Edit","Select Enclosing Element","Alt+Shift+Up","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.structure.select.enclosing"
"Window","Show Ruler Context Menu","Ctrl+F10","Editing Text","org.eclipse.ui.edit.text.showRulerContextMenu"
"Refactor - JavaScript","Move - Refactoring ","Alt+Shift+V","JavaScript View","org.eclipse.wst.jsdt.ui.edit.text.java.move.element"
"ASA 9.x table schema editor","Paste","Alt+V","In Windows","org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples.tableschemaeditor.pastecolumn"
"Run/Debug","All Instances","Ctrl+Shift+N","In Windows","org.eclipse.jdt.debug.ui.commands.AllInstances"
"Run/Debug","Step Into","F5","Debugging","org.eclipse.debug.ui.commands.StepInto"
"Source","Add Block Comment","Ctrl+Shift+/","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.edit.text.java.add.block.comment"
"Manifest Editor Source","Format Source","Ctrl+Shift+F","PDE editor","org.eclipse.pde.ui.edit.text.format"
"Navigate","Forward History","Alt+Right","In Windows","org.eclipse.ui.navigate.forwardHistory"
"Navigate","Open Manifest","Ctrl+Alt+Shift+M","In Windows","org.eclipse.pde.ui.openManifest"
"File","Save","Ctrl+S","In Windows","org.eclipse.ui.file.save"
"Terminal view commands","Terminal view insert","Alt+A","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Run/Debug","Debug JUnit Plug-in Test","Alt+Shift+D, P","In Windows","org.eclipse.pde.ui.junitWorkbenchShortcut.debug"
"Terminal view commands","Copy","Ctrl+Insert","Terminal Control in Focus","org.eclipse.tm.terminal.copy"
"Search","Show Occurrences in File Quick Menu","Ctrl+Shift+U","In Windows","org.eclipse.jdt.ui.edit.text.java.search.occurrences.in.file.quickMenu"
"File","Rename","Alt+Shift+R","Project Explorer +","org.eclipse.ui.edit.rename"
"Terminal Commands","Open Local Terminal on Selection","Ctrl+Alt+T","In Windows","org.eclipse.tm.terminal.connector.local.command.launch"
"Source","Toggle Comment","Ctrl+7","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.toggle.comment"
"Run/Debug","Skip All Breakpoints","Ctrl+Alt+B","In Windows","org.eclipse.debug.ui.commands.SkipAllBreakpoints"
"File","Close","Ctrl+F4","In Windows","org.eclipse.ui.file.close"
"Navigate","Backward History","Alt+Left","In Windows","org.eclipse.ui.navigate.backwardHistory"
"Navigate","Open Type","Ctrl+Shift+T","In Windows","org.eclipse.jdt.ui.navigate.open.type"
"Source","Quick Assist - Assign to var","Ctrl+2, F","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.correction.assignToField.assist"
"Navigate","Open Structure","Ctrl+F3","Editing Java Source","org.eclipse.jdt.ui.navigate.java.open.structure"
"Source","Toggle Comment","Ctrl+7","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.edit.text.java.toggle.comment"
"Run/Debug","Inspect","Ctrl+Shift+I","In Dialogs and Windows","org.eclipse.jdt.debug.ui.commands.Inspect"
"Refactor - JavaScript","Change Function Signature","Alt+Shift+C","JavaScript View","org.eclipse.wst.jsdt.ui.edit.text.java.modify.method.parameters"
"Source","Toggle Comment","Ctrl+Shift+C","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.toggle.comment"
"Edit","Undo","Ctrl+Z","In Dialogs and Windows","org.eclipse.ui.edit.undo"
"Edit","Cut","Ctrl+X","In Dialogs and Windows","org.eclipse.ui.edit.cut"
